호선,역,인구,가구,주택,사업체수,교육시설,공공기관,금융시설,의료시설,대중교통,방범.방재,백화점.중대형마트,편의점,극장.영화관,도서관.박물관
2,봉천,16822,7945,4540,1387,4,4,16,71,8,1,0,11,1,2
2,서울대입구,15499,9721,6324,2309,2,4,34,121,16,0,0,28,1,1
2,낙성대,18136,11331,3628,1192,6,3,14,65,13,1,0,20,0,0
2,사당,9542,4754,3028,2065,3,4,79,73,21,0,1,30,0,1
2,방배,8571,3345,2706,1396,3,4,19,67,19,0,0,9,0,0
2,서초,3150,1322,994,2852,1,12,60,45,18,2,0,13,0,1
2,교대,6129,2589,1760,4561,3,9,112,173,22,1,0,24,1,0
2,강남,6984,3808,3380,4706,1,4,169,335,39,0,0,49,5,2
2,역삼,5841,3345,1906,4114,0,3,236,96,12,0,0,40,0,1
2,선릉,8905,4590,3713,4612,4,2,269,145,12,0,0,47,0,0
2,삼성,1905,878,691,3696,3,6,165,95,28,3,2,28,3,1
2,종합운동장,2171,729,734,246,2,2,4,1,4,1,0,10,1,0
2,잠실새내,17816,6253,5448,1793,0,3,47,155,10,1,0,16,0,1
2,잠실,5472,1883,1901,1456,0,2,99,45,19,0,6,17,1,0
2,잠실나루,14913,5016,5052,784,5,2,11,58,7,0,0,7,0,0
2,강변,7592,2716,2515,1589,1,1,19,37,16,0,1,12,1,0
2,구의,11308,5714,3205,1627,0,5,24,71,10,0,0,15,0,1
2,건대입구,12199,6210,1946,2059,15,3,23,78,9,0,2,27,2,2
2,성수,8760,3880,2687,4633,2,8,32,41,28,3,1,27,0,0
2,뚝섬,13384,5734,3693,2867,3,3,22,49,18,1,0,21,0,0
2,한양대,4650,1985,942,619,16,2,5,6,10,1,0,13,1,0
2,왕십리,11829,6219,3350,2071,2,8,37,77,15,3,1,23,1,2
2,상왕십리,12224,5682,3249,1415,2,4,28,60,17,2,0,8,0,1
2,신당,11836,5779,3764,14447,8,11,47,86,15,8,0,30,2,2
2,동대문역사문화공원,4602,2440,1841,16856,4,11,101,53,24,6,0,24,4,1
2,을지로4가,1899,1294,912,14138,1,3,75,4,24,1,0,17,2,1
2,을지로3가,1892,1040,766,16458,4,13,413,182,45,5,0,72,10,4
2,을지로입구,919,349,250,7938,2,22,573,177,47,4,4,58,9,3
2,시청,804,428,410,5732,7,20,423,103,44,4,5,43,5,5
3,오금,7408,2807,2152,794,4,5,6,22,11,2,0,7,0,1
3,경찰병원,17772,6856,5709,2129,0,5,40,47,12,1,0,14,0,0
3,가락시장,6137,2451,2222,4706,0,2,45,61,12,1,1,9,0,0
3,수서,9354,4341,4239,1363,6,3,14,44,17,1,0,9,0,1
3,일원,13122,4282,4188,287,7,3,5,24,19,1,0,4,0,1
3,대청,10385,3792,3256,795,5,3,7,57,9,1,0,6,0,1
3,학여울,10829,3419,3420,184,0,0,3,8,7,0,0,6,0,0
3,대치,13370,4050,4051,1211,2,5,24,88,10,1,0,7,1,1
3,도곡,13739,4503,4522,700,5,4,38,58,14,1,0,8,0,0
3,매봉,9277,3513,3170,981,4,3,11,25,12,1,0,12,0,0
3,양재,7286,3550,2342,2473,6,6,49,125,29,0,0,22,0,0
3,남부터미널,11243,4982,4458,3724,3,3,76,67,24,1,0,28,2,2
3,교대,6129,2589,1760,4561,3,9,112,173,22,1,0,24,1,0
3,고속터미널,7106,2378,2341,3146,3,5,36,106,22,1,2,19,1,0
3,잠원,13590,4981,4960,277,4,2,3,26,8,1,0,1,0,0
3,신사,6854,3602,2256,3566,0,2,65,196,16,0,0,32,3,1
3,압구정,6593,2418,2329,2204,1,2,57,374,9,0,1,19,3,1
3,옥수,10796,4120,3862,432,4,0,4,24,9,0,0,4,0,0
3,금호,12808,5041,4264,454,3,2,3,30,24,1,0,5,0,0
3,약수,10538,4512,3211,1594,3,5,14,74,13,2,0,15,0,1
3,동대입구,5811,2540,1755,988,12,3,11,9,12,1,1,10,2,1
3,충무로,3343,1927,1259,9077,3,9,122,60,13,4,0,37,5,1
3,을지로3가,1892,1040,766,16458,4,13,413,182,45,5,0,72,10,4
3,종로3가,2786,1836,1209,14115,2,10,150,103,35,5,0,44,4,9
3,안국,3854,1920,1479,3610,12,12,81,60,31,3,0,27,2,31
3,경복궁,5097,2319,2021,5087,1,24,160,120,37,4,1,34,2,23
3,독립문,12732,4703,441,403,4,4,5,22,17,0,0,7,0,3
3,무악재,11680,4398,3985,410,3,0,1,20,11,0,0,3,0,0
3,홍제,12678,5314,3603,1477,5,4,18,90,15,1,0,8,0,0
3,녹번,8760,3712,2933,567,2,1,7,25,7,1,0,5,0,1
3,불광,12153,5824,4440,1824,1,6,34,110,21,2,1,11,2,0
3,연신내,13019,6249,3863,2158,3,3,55,123,18,1,0,22,2,0
3,구파발,3941,1701,1718,153,8,4,2,19,22,2,0,3,0,0
4,당고개,13718,5715,4308,645,5,1,2,28,6,1,0,6,0,0
4,상계,19085,7202,5615,1412,3,1,13,80,10,0,0,12,0,2
4,노원,12095,4864,4271,2461,0,5,90,193,24,0,0,23,0,0
4,창동,10960,2067,3882,1418,3,7,39,84,16,0,2,17,0,0
4,쌍문,15442,7117,4070,1313,3,0,10,73,19,0,0,14,0,0
4,수유,13359,6887,3589,2377,0,7,122,113,28,1,0,39,0,0
4,미아,12852,5407,3009,1413,6,9,28,59,21,3,0,12,0,2
4,미아사거리,10155,4862,2257,1442,3,3,15,66,20,2,2,11,1,0
4,길음,13457,5246,2796,942,2,2,10,50,18,1,0,4,0,0
4,성신여대입구,9741,5122,3211,2083,2,6,26,109,18,2,0,15,2,0
4,한성대입구,11852,5499,2980,1188,9,4,12,60,29,2,0,16,3,2
4,혜화,7011,3434,1898,1664,9,7,16,41,23,1,0,15,55,8
4,동대문,7802,3836,2467,23756,6,14,86,138,33,6,0,34,4,1
4,동대문역사문화공원,4602,2440,1841,16856,4,11,101,53,24,6,0,24,4,0
4,충무로,3343,1927,1259,9077,3,9,122,60,13,4,0,37,5,0
4,명동,2795,1308,827,7186,11,14,319,145,23,5,0,53,10,0
4,회현,8153,2056,1600,11434,0,8,229,79,34,3,5,31,1,0
4,서울역,5119,2980,2147,1582,0,4,93,50,24,2,0,27,1,0
4,숙대입구 ,7355,3851,2068,1786,5,4,33,50,23,1,0,24,0,1
4,삼각지,5967,3178,2833,3804,1,13,44,43,27,1,1,18,1,2
4,신용산,3456,1866,1607,3594,1,14,41,39,26,3,3,16,2,1
4,이촌,9194,3435,3495,792,4,9,15,34,20,1,0,10,0,2
4,동작,2831,897,889,94,0,0,0,1,6,0,0,2,0,0
4,총신대입구,13862,6018,4108,2116,2,2,59,158,19,0,1,21,2,2
4,사당,9542,4754,3028,2065,3,4,79,73,21,0,0,30,0,0
4,남태령,2737,1088,681,142,1,0,0,8,9,0,0,3,0,0
5,방화,16573,6845,6377,654,7,5,5,44,17,2,0,11,0,2
5,개화산,11965,4871,4521,943,7,6,4,40,40,3,2,14,1,2
5,김포공항,16,5,7,601,1,10,5,2,63,4,2,7,1,0
5,송정,9729,4711,2740,984,4,3,7,31,24,1,0,12,0,1
5,마곡,4661,1832,1601,318,4,2,3,13,38,1,0,3,0,0
5,발산,5335,2019,1908,1308,4,2,30,58,42,1,1,12,0,1
5,우장산,20996,6846,6126,1119,8,0,18,86,11,0,0,9,0,0
5,화곡,15206,6792,4767,1419,2,2,30,109,16,0,0,14,0,0
5,까치산,18312,8191,6226,1362,2,3,12,92,14,0,0,18,0,2
5,신정,19600,8248,5270,1102,3,1,3,40,7,0,0,12,0,0
5,목동,13245,4977,3846,1374,6,0,20,88,10,0,0,14,0,0
5,오목교,14428,4855,4486,2452,3,2,51,100,16,0,3,19,2,2
5,양평,9828,4438,3581,2825,4,4,32,56,17,1,3,18,2,0
5,영등포구청,13052,5738,4127,2634,6,6,82,59,17,0,0,19,0,2
5,영등포시장,8317,4283,2664,2310,3,1,56,69,14,0,0,9,1,1
5,신길,8103,4578,3662,2710,4,4,66,37,16,3,1,26,2,0
5,여의도,5716,2047,2091,4197,0,0,481,109,23,0,0,22,0,0
5,여의나루,5059,1837,1904,3941,0,0,440,94,23,0,0,21,0,0
5,마포,12058,5372,4803,3489,4,7,110,106,20,0,0,24,0,0
5,공덕,8759,3984,3741,3076,5,13,101,136,28,3,1,22,0,0
5,애오개,12875,5160,4807,1132,5,2,27,47,17,1,0,6,0,0
5,충정로,12499,5577,5794,1862,6,11,84,44,27,6,0,19,0,0
5,서대문,3991,2005,1579,2275,10,11,127,40,37,5,0,26,2,4
5,광화문,3910,2125,2057,10590,9,50,504,212,61,9,2,87,9,29
5,종로3가,2786,1836,1209,14115,0,10,150,103,35,5,0,44,4,9
5,을지로4가,1899,1294,912,14138,0,3,75,40,24,1,0,17,2,0
5,동대문역사문화공원,4704,2559,1784,9052,0,6,87,47,26,0,0,24,2,0
5,청구,11508,4996,2937,1767,4,2,7,48,5,0,0,13,0,2
5,신금호,8175,3152,2164,527,2,5,6,30,29,2,0,5,0,0
5,행당,19936,6998,5953,653,6,2,6,49,14,1,1,5,0,0
5,왕십리,11829,6219,3350,2071,2,8,37,77,15,3,0,23,0,2
5,마장,10750,4497,3298,905,4,1,6,22,12,0,0,7,0,0
5,답십리,14677,6961,3686,1635,2,3,29,51,18,2,0,12,0,1
5,장한평,6213,2667,2187,2850,0,0,174,46,11,0,0,12,0,0
5,군자,12591,6259,2682,1634,1,5,27,59,17,1,0,18,2,0
5,아차산,12722,5405,3122,1065,7,3,12,56,18,3,0,16,2,1
5,광나루,14514,4864,4217,694,7,3,18,33,20,1,0,10,1,0
5,천호,13907,6938,3983,2734,0,0,64,150,20,0,0,22,0,0
5,강동,19168,8905,6471,1526,1,2,42,58,13,1,0,18,0,0
5,길동,16640,6935,5237,1673,5,3,46,78,13,0,0,18,0,0
5,굽은다리,17706,6887,4672,1324,3,1,9,71,8,0,1,17,0,0
5,명일,11754,4352,3098,1142,6,3,11,89,19,0,0,10,0,0
5,고덕,10696,3392,3280,1143,13,4,11,73,25,3,1,10,1,1
5,상일동,6725,2562,2228,445,6,1,5,38,21,0,0,4,1,2
5,둔촌동,13947,5203,3728,1726,5,3,21,84,16,0,0,15,0,0
5,올림픽공원,7881,2121,2123,443,11,4,9,18,13,1,0,7,0,3
5,방이,15336,5251,4619,1248,3,4,15,48,7,2,0,12,0,0
5,오금,7408,2807,2152,794,4,5,6,22,11,2,0,7,0,1
5,개롱,16029,5446,4964,858,7,0,7,51,14,0,0,5,0,1
5,거여,15188,5595,4178,877,3,3,5,70,11,1,0,9,0,1
5,마천,18976,7621,4211,1100,1,4,2,43,11,2,0,8,0,0
6,봉화산,9119,3253,2980,540,7,7,4,32,26,2,1,6,0,0
6,화랑대,10304,3526,2914,399,6,2,3,31,13,1,0,8,0,1
6,태릉입구,10865,4756,3471,1108,3,2,13,38,22,1,0,14,0,0
6,석계,14551,5810,4270,1048,1,3,5,55,19,0,0,8,1,1
6,돌곶이,13904,5533,3418,1175,4,4,8,42,9,1,0,11,0,0
6,상월곡,12105,5036,3140,671,1,3,3,23,10,1,0,9,0,1
6,월곡,11864,4923,3427,931,3,3,6,52,12,1,1,7,0,0
6,고려대,12114,4959,3200,638,17,3,2,14,19,1,0,17,0,0
6,안암,7908,3787,1374,940,20,1,8,29,14,0,0,24,0,0
6,보문,12877,6289,3267,772,7,2,5,31,9,1,0,6,0,0
6,창신,13906,5358,4011,567,9,4,3,29,17,0,0,7,0,1
6,동묘앞,10625,5274,3634,3437,6,4,36,67,16,1,0,19,0,1
6,신당,11836,5779,3764,14447,8,11,47,86,15,8,0,30,2,2
6,청구,11508,4996,2937,1767,4,2,7,48,5,0,0,13,0,2
6,약수,10538,4512,3211,1594,3,5,14,74,13,2,0,15,0,0
6,버티고개,12092,4834,4480,437,5,0,4,17,11,0,0,3,0,1
6,한강진,3226,1671,1267,712,3,1,17,23,16,0,0,9,1,3
6,이태원,5819,3059,1834,1766,1,3,29,25,18,2,0,17,0,2
6,녹사평,4042,1969,1409,1172,1,5,21,16,13,0,0,9,0,0
6,삼각지,5967,3178,2833,3804,1,13,44,43,27,1,1,18,1,2
6,효창공원,12980,5318,3642,1237,3,2,7,57,19,1,0,10,0,1
6,공덕,8759,3984,3741,3076,5,13,101,136,28,3,1,22,0,0
6,대흥,13366,5533,3700,1351,21,6,13,35,20,2,0,14,1,0
6,광흥창,12766,5360,4282,839,1,5,10,46,20,2,0,11,0,1
6,상수,10728,53070,3728,2550,7,1,9,31,19,0,0,33,6,3
6,합정,8835,4185,3191,2574,2,4,47,56,13,3,1,29,5,0
6,망원,16747,7738,5450,1714,1,4,18,88,18,1,0,21,0,0
6,마포구청,13916,6252,5486,1136,2,6,2,34,15,1,1,14,2,2
6,월드컵경기장,6597,2503,2512,352,1,2,3,17,12,0,1,4,1,1
6,디지털미디어시티,7745,2964,2434,1183,0,6,19,32,25,1,0,23,2,1
6,증산,14287,5583,4343,800,2,5,6,46,12,2,0,12,0,1
6,새절,11526,4939,3144,937,4,2,4,48,17,0,0,9,0,0
6,응암,18256,7534,6086,948,5,3,7,45,12,1,1,13,1,1
6,역촌,15871,6436,4720,779,1,1,2,49,15,1,0,10,0,0
6,불광,12153,5824,4440,1824,1,6,34,110,21,2,1,11,2,0
6,독바위,11554,4461,3953,237,5,1,0,15,6,1,0,4,0,2
6,연신내,13019,6249,3863,21258,3,3,55,123,18,1,0,22,2,0
6,구산,17147,6876,5088,1062,7,0,10,64,15,0,0,10,0,1
7,장암,332,140,119,175,0,0,0,0,10,0,0,2,0,0
7,도봉산,5014,1767,1600,213,2,0,0,10,6,0,0,2,0,0
7,수락산,13650,5237,4674,848,0,5,4,59,11,2,0,11,0,1
7,마들,17720,6566,6545,508,11,0,7,84,12,0,0,6,0,0
7,노원,12095,4864,4271,2461,2,5,90,193,24,0,0,23,0,0
7,중계,14251,5089,5098,463,10,0,6,59,17,0,0,5,0,0
7,하계,20638,7317,7182,1143,7,4,8,57,26,3,3,7,3,3
7,공릉,15111,6293,4578,1161,2,2,10,65,15,1,0,13,0,0
7,태릉입구,10856,4756,3471,1108,3,2,13,38,22,1,0,14,0,0
7,먹골,18627,7739,4735,1317,1,4,8,63,16,1,1,13,0,0
7,중화,11530,4786,2606,1219,6,3,6,47,18,2,0,7,0,0
7,상봉,11216,5260,2870,1043,2,1,21,35,10,0,1,12,0,0
7,면목,17487,7749,4174,1323,3,2,11,48,10,1,0,11,0,1
7,사가정,16321,7385,3131,1599,3,3,12,74,11,0,0,13,0,0
7,용마산,12802,5281,3592,552,4,2,3,18,6,0,0,6,1,1
7,중곡,13070,5693,2721,1339,2,3,7,71,17,3,0,17,0,1
7,군자,12591,6259,2682,1634,1,5,27,59,17,1,0,18,2,0
7,어린이대공원,8846,5226,2358,897,12,7,6,16,9,4,0,23,2,1
7,건대입구,12199,6210,1946,2059,15,3,23,78,9,0,2,27,3,2
7,뚝섬유원지,10716,4082,3028,426,3,3,1,12,5,2,0,8,0,2
7,청담,9380,3584,3201,1506,3,2,31,83,13,1,0,16,0,0
7,강남구청,10818,4655,3520,3016,3,4,58,153,13,0,0,30,1,0
7,학동,5799,3118,1833,2713,2,4,49,75,11,1,0,23,0,2
7,논현,8656,4937,2371,3119,0,2,53,162,17,0,0,26,0,0
7,반포,14399,4870,2873,2608,5,3,28,68,19,1,2,16,1,0
7,고속터미널,7106,2378,2341,3146,3,5,36,106,22,1,2,19,1,0
7,내방,12369,5091,1773,1552,1,1,25,65,14,0,0,9,0,1
7,총신대입구,13118,5879,3905,2163,1,4,69,158,25,0,1,21,2,2
7,남성,15158,6304,4232,1081,4,3,7,70,16,1,0,8,0,1
7,숭실대입구,14410,5953,3781,870,10,4,6,35,11,2,0,12,0,0
7,상도,13436,6297,3967,891,1,2,4,55,24,0,0,13,0,1
7,장승배기,14117,6336,4041,1131,3,3,9,75,23,1,0,12,0,0
7,신대방삼거리,15965,7145,4351,1395,2,6,13,97,21,3,0,19,0,0
7,보라매,11043,5057,2601,1232,7,8,8,56,29,2,0,11,0,0
7,신풍,14736,5788,4138,685,3,4,4,28,18,1,0,4,0,1
7,대림,11115,5140,3532,1414,3,3,27,51,10,1,0,14,0,0
7,남구로,19373,8701,7771,1552,3,3,20,87,13,1,0,11,0,0
7,가산디지털단지,1912,1188,692,6748,0,4,66,51,33,1,0,32,0,1
7,철산,11374,4060,3868,1573,5,10,43,95,13,2,1,15,2,0
7,광명사거리,17532,7160,5604,2163,5,4,26,116,12,0,0,16,0,0
7,천왕,8907,3403,3129,261,8,1,1,20,14,0,0,5,0,0
7,온수,6305,2566,2412,281,1,1,3,7,13,1,0,6,0,0
7,까치울,2534,883,536,249,4,0,0,9,28,0,0,3,0,5
7,부천종합운동장,1592,598,551,1268,5,1,4,8,29,1,0,5,0,5
7,춘의,9422,3653,2812,2299,2,2,9,16,18,0,0,8,0,0
7,신중동,12113,5024,4539,2877,7,4,136,120,34,1,2,26,1,0
7,부천시청,7598,3004,3033,1466,6,6,25,102,27,1,2,16,1,0
7,상동,8607,3234,31997,3445,0,4,50,150,32,1,3,27,1,1
7,삼산체육관,5502,1803,1715,1207,9,0,24,78,44,0,0,13,0,0
7,굴포천,12537,4997,3400,1748,3,0,27,88,28,0,0,14,0,0
7,부평구청,8884,3312,3049,640,1,5,4,23,21,1,0,7,0,1
8,암사,20711,8503,6164,1471,3,2,10,89,8,0,0,14,0,2
8,천호,13907,6938,3983,2734,0,2,64,150,20,0,2,22,1,0
8,강동구청,11791,4197,3001,1639,10,9,18,49,27,3,0,20,0,2
8,몽촌토성,8889,3490,3193,1577,10,4,40,37,20,1,0,20,0,3
8,잠실,5472,1883,1901,1456,0,2,99,45,19,0,6,17,1,0
8,석촌,16435,7249,5600,1335,4,6,26,70,8,2,0,17,0,0
8,송파,7142,2950,2052,4322,7,6,15,90,19,3,0,11,0,0
8,가락시장,6137,2451,2222,4706,0,2,45,61,12,1,1,9,0,0
8,문정,6251,2545,1911,2440,0,2,18,19,16,1,2,15,2,0
8,장지,10547,5146,5004,2118,5,2,18,36,22,1,2,11,2,0
8,복정,1324,504,200,305,2,1,3,27,27,1,0,4,0,0
8,산성,7849,3344,1739,408,7,1,2,21,46,1,0,5,0,1
8,남한산성입구,16178,6002,4378,668,7,3,9,37,9,1,0,7,0,0
8,단대오거리,11485,5066,2997,1523,1,3,11,70,13,0,1,8,1,1
8,신흥,14832,7301,3064,2229,2,4,16,79,15,2,0,20,0,0
8,수진,16583,7603,3515,1368,7,4,15,48,13,2,0,15,0,0
8,모란,11878,5571,2939,1723,7,3,45,62,16,2,1,26,1,0
9,종합운동장,2171,729,734,246,2,2,4,1,4,1,0,10,1,0
9,신논현,7128,4123,2207,3402,1,4,44,196,35,0,0,34,2,0
9,사평,13355,4311,4164,262,5,2,3,21,14,0,0,3,0,1
9,고속터미널,7106,2378,2341,3146,3,5,36,106,22,1,2,19,1,0
9,신반포,10581,3347,3349,644,11,6,7,30,16,2,0,5,0,0
9,구반포,9500,3099,3011,869,8,2,11,26,13,0,0,6,0,0
9,동작,2831,897,889,94,0,0,0,1,6,0,0,2,0,0
9,흑석,7221,3689,1999,1083,6,1,10,49,16,0,0,11,0,0
9,노들,7776,3568,2226,1531,2,5,4,13,22,2,0,8,0,1
9,노량진,5845,4103,1416,2225,1,6,13,21,16,2,0,20,0,0
9,샛강,5313,2067,1916,4007,0,5,447,98,30,1,1,21,1,1
9,여의도,5716,2047,2091,4197,4,4,481,109,23,0,0,22,1,1
9,국회의사당,845,554,558,2774,0,14,116,38,17,2,0,23,1,1
9,당산,12487,5772,4928,1357,4,4,65,67,16,2,0,17,0,0
9,선유도,9452,4116,3376,1977,14,4,30,59,29,0,0,24,0,3
9,신목동,7339,2641,2346,354,3,1,4,8,18,1,0,6,0,0
9,염창,16071,6390,5315,1261,2,2,15,72,25,0,0,11,0,0
9,등촌,14734,6302,5057,1611,8,2,19,84,21,1,0,12,0,0
9,증미,15110,6625,5851,1636,10,7,13,39,18,2,1,13,0,2
9,가양,18639,8591,8363,1369,9,3,13,88,34,0,3,11,0,0
9,양천향교,8563,4196,3892,1456,4,4,32,33,46,0,0,14,0,2
9,마곡나루,3189,1170,1164,127,0,1,2,7,21,0,0,5,0,0
9,신방화,14015,5426,4249,354,2,0,0,8,11,0,0,7,0,0
9,공항시장,12149,5627,3295,1205,3,3,8,45,15,1,0,13,0,1
9,김포공항,16,5,7,601,1,10,5,2,63,4,2,7,1,0
9,개화,1090,461,256,401,0,2,0,0,29,2,2,6,1,0
